Geneid	Length	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/V1_52Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_74Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_7Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/V1_11Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_79Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_78Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_22Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_15Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/V1_51Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_75Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_4Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_47Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_14Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_3Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_9Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_8Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_11Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_7Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_6Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_80Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_73Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_4Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_72Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_2BAligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_17Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/V1_49Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_5Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_76Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_16Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_48Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_77Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_12_R1Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_2Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/ACC_3BAligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/LPFC_13Aligned.sortedByCoord.out.bam	/projectnb/paxlab/Patch_seq/data/patch_seq/bams/V1_8Aligned.sortedByCoord.out.bam
ENSMMUG00000054321	1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000036792	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004509	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004508	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022629	2814	1594	1243	2176	1170	0	2412	2	2868	0	202	1384	2	2	5030	0	0	0	429	4327	2	1286	700	1044	0	3892	666	3056	1618	0	0	872	2502	4	2388	0	0
ENSMMUG00000000145	4017	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017674	2931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93
ENSMMUG00000003168	939	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010030	3030	0	145	0	0	0	650	308	1680	0	136	2	0	2	28	64	2	6	1912	2	915	26	218	844	0	166	24	0	0	0	0	413	0	0	162	2	0
ENSMMUG00000019444	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000053824	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022631	2396	0	0	0	992	0	0	1434	0	2	0	1620	0	0	0	0	760	2	3136	1769	4	0	0	1002	0	0	6	3420	0	0	6	1756	2	2	0	4	0
ENSMMUG00000053076	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0
ENSMMUG00000023216	8414	9198	106	2429	914	2	2504	6769	26	2	5017	417	2	1	3299	2	2489	1622	2981	338	402	674	1160	112	4217	109	2	1440	3231	0	3834	4286	3	31	4966	0	1763
ENSMMUG00000018080	3726	44	1170	2824	857	481	21	1954	1063	0	1449	190	0	1794	4567	3184	1957	2	3986	3	1374	988	2297	999	2461	1764	628	907	68	2	321	761	6	12	3996	6	1
ENSMMUG00000016784	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000052320	148	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000049296	2288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000062298	1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030888	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0
ENSMMUG00000022632	1093	9192	1454	0	2	3142	902	0	4144	0	2	3294	4860	18	6	1654	1462	14	924	2194	1385	1555	2886	714	0	974	2869	2	1052	4	67	814	4016	5008	512	12474	4
ENSMMUG00000019727	1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000051252	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000058407	1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022888	4794	0	0	842	326	0	1116	307	372	0	3434	144	0	0	281	0	336	0	1126	213	0	0	0	146	2011	665	0	413	18	0	460	161	2	5084	0	0	0
ENSMMUG00000019519	990	0	0	0	0	0	0	0	460	0	0	469	0	0	0	0	0	2401	0	421	0	0	161	232	0	0	211	351	0	0	0	4	0	0	0	1500	0
ENSMMUG00000001973	5538	0	0	0	0	692	2050	1504	113	1626	0	42	0	2	0	4	904	0	0	1148	850	0	0	0	0	12	903	1046	0	0	0	692	0	2	0	0	0
ENSMMUG00000054892	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	260	0	0	0
ENSMMUG00000032139	2183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000058440	1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ENSMMUG00000019518	6009	100	6	0	2	26	13	0	2292	0	375	1395	0	2	0	1372	50	2	2	3104	0	151	1360	18	0	89	606	402	0	0	0	640	2	1	200	2	0
ENSMMUG00000002010	3388	0	851	239	4	0	612	3788	1615	0	512	126	0	2	28	1850	2	4	2	485	916	1024	1909	452	0	0	252	150	136	0	8	512	2	0	12	8	2
ENSMMUG00000036486	135	0	0	0	70	0	0	0	210	0	0	40	0	0	0	0	504	0	18	0	0	0	0	0	0	0	56	0	0	0	0	51	0	0	18	0	0
ENSMMUG00000056499	2577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000025902	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000056227	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ENSMMUG00000016783	3798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0
ENSMMUG00000057159	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055233	1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055767	3224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022643	5948	2	0	0	935	11097	1571	0	480	0	4	4	0	2	3848	1192	2	8	504	2284	2848	271	103	2208	266	2	1	2782	0	2	0	0	240	8	4570	2	0
ENSMMUG00000005069	1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	274	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMMUG00000062660	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018556	1488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000059053	5819	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	6	2	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMMUG00000060641	3234	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	6	2	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMMUG00000059172	1104	0	0	0	2	0	2	0	520	0	0	321	0	0	0	361	0	0	0	905	0	0	443	0	0	0	147	96	0	0	0	180	1	0	0	1	0
ENSMMUG00000064635	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001974	5194	4050	6907	1320	23	462	1228	55	6910	5820	1300	3884	10037	1882	1760	4308	2235	38	626	797	383	576	4381	1969	4675	1407	2380	3955	3817	12802	2488	2769	3608	869	1015	160	450
ENSMMUG00000065201	2010	0	0	7	52	0	0	2	0	0	1	0	0	0	0	180	0	0	2	0	0	4	2	0	0	2	0	0	0	0	16	0	0	0	4	0	32
ENSMMUG00000054309	1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000063517	3828	6	41	2	7	1	6	0	4	0	4	7	9	1	1	2	0	0	2	4	42	24	5	7	1	6	0	1	8	0	8	3	0	1	13	0	16
ENSMMUG00000059937	4567	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0
ENSMMUG00000017375	2906	0	900	0	0	950	0	0	16	0	0	4	0	190	4	4	8	4	144	207	402	167	240	668	0	25	1138	0	1989	4705	2	454	4	18	0	9574	0
ENSMMUG00000022645	814	944	694	0	872	2	271	0	0	2	0	0	0	0	0	0	2	0	1395	1035	0	374	238	0	0	0	56	0	0	0	0	450	0	4	0	0	0
ENSMMUG00000057550	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMMUG00000056436	1452	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002009	1514	0	1828	2092	2	0	0	0	2828	0	32	175	0	0	26	0	0	0	32	0	1111	145	1158	0	0	0	12	1384	1238	0	38	469	0	0	70	2	0
ENSMMUG00000010626	3180	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ENSMMUG00000021870	2158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055140	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0
ENSMMUG00000060871	555	240	324	102	694	1372	674	840	2498	0	572	751	0	1208	842	1992	8	62	754	1330	1744	484	502	522	106	1389	2448	0	521	1882	21	884	1522	0	1584	3174	0
ENSMMUG00000056766	1736	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000014205	2329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000049931	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000055126	1648	0	0	0	318	0	19	0	0	0	0	0	0	0	0	852	1822	0	146	0	704	0	0	19	0	28	82	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000056383	2869	1188	0	0	948	0	12	0	0	0	0	0	0	0	0	0	1608	0	669	0	642	0	0	498	0	364	0	0	0	0	0	0	0	0	828	0	14
ENSMMUG00000042038	3145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMMUG00000057998	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000063427	1259	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000057874	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002007	1719	0	940	1382	468	0	1198	2	0	2	286	1449	0	0	22	404	0	0	0	1060	0	0	2904	0	0	3082	712	741	20	0	0	2	0	2	752	4	0
ENSMMUG00000020389	6830	2	6	0	0	0	460	2891	0	0	69	6	0	4	19	0	0	66	2	0	458	21	6	0	2	182	200	0	0	0	0	0	8	0	456	2	0
ENSMMUG00000011137	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000058113	1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000045769	2820	0	474	0	0	0	0	0	0	0	0	0	0	0	850	0	0	0	0	804	0	546	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMMUG00000063690	1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022647	5471	0	25	130	8	44	1376	1660	75	2	1112	1526	1	2	8	5280	2	2	12	712	0	121	2390	144	128	5	28	0	76	0	35	1118	0	254	162	2	1454
ENSMMUG00000014230	4456	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	85	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005681	2178	0	426	0	0	0	0	0	0	0	272	0	0	0	4	2	2	0	2	0	424	6	0	0	9	6	1441	0	0	0	0	0	4	174	0	0	0
ENSMMUG00000064337	5203	0	0	142	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMMUG00000064096	1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000035875	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000059249	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054087	3194	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000023146	9388	0	2217	622	871	189	5969	8777	4717	4103	11054	2025	0	8	508	3228	9071	288	2147	4037	766	1656	109	942	8573	5156	583	3036	339	2329	806	891	88	6	10736	1656	1892
ENSMMUG00000051982	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000034016	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000026815	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000059859	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000053162	1485	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1251	0	38	0	175	0	0	2	0	0	0	0	0	0	2	0	0	0	0
ENSMMUG00000049105	4312	20	54	36	2	2	74	0	924	0	0	156	0	2	6	197	0	6	138	6	317	22	0	452	0	162	786	218	64	4	0	0	6	8	80	102	0
ENSMMUG00000052197	103	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000040291	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000059970	1233	0	372	0	0	0	430	0	672	38	0	0	0	0	0	1419	0	0	346	943	748	117	1585	0	411	911	0	2436	336	0	0	168	1	0	454	48	42
ENSMMUG00000026930	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000042670	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022935	2878	0	622	1742	987	105	982	1116	0	0	2483	261	0	0	0	2	223	0	2205	0	1677	1634	1434	615	162	628	916	2340	2341	0	540	1245	2	2	0	6536	2083
ENSMMUG00000054719	1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002005	4322	0	0	0	0	8	0	0	2	0	0	2	0	4	4	0	0	0	0	0	0	0	63	4	0	0	0	1030	0	0	0	0	2	4	0	4	0
ENSMMUG00000011142	3335	0	1304	0	0	2412	36	0	1445	0	1984	4	0	6	4	4	2	8	278	2	102	3	1032	62	0	0	0	1084	0	4	0	338	1184	2	24	2	0
ENSMMUG00000001978	5152	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	242	0	658	0	0	0	46	0	0	0	0	6	0	0	0	0	0	0	0	2	0
ENSMMUG00000050278	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000050215	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0
ENSMMUG00000026787	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000049947	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016388	2154	0	0	0	0	535	325	0	0	0	0	0	0	0	0	0	0	0	0	161	0	2	70	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMMUG00000064135	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000054696	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000057545	883	0	0	0	0	401	90	2157	0	0	0	0	0	0	529	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000059285	2726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ENSMMUG00000057939	1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000043626	3463	0	129	0	0	0	9	1005	0	0	0	127	0	0	19	1593	0	0	232	568	0	8	0	0	0	253	0	0	0	0	0	0	188	0	0	0	662
ENSMMUG00000057775	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000057994	6877	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	16	100	0	0	0	0	0	0	0	612	0	2	0	0	0	0
ENSMMUG00000002003	1815	3150	1333	0	12	0	0	0	0	95	0	371	0	26	0	4	2	0	1501	0	2	0	0	20	0	2	0	1625	0	0	0	0	0	0	0	2	22
ENSMMUG00000033002	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008714	2875	0	224	473	0	0	808	2038	768	0	0	77	0	100	254	0	0	0	0	0	1520	396	0	354	0	0	8	0	0	0	0	0	0	0	0	0	429
ENSMMUG00000032712	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015176	1811	0	12	5	2	0	680	24	0	0	1	38	0	0	174	2	319	2	0	8	1	148	0	4	3	4	0	730	2	0	5	3	0	2	0	0	0
ENSMMUG00000056613	1955	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016335	2082	0	118	24	0	570	0	0	0	0	67	0	0	0	0	2	0	0	0	0	0	220	0	66	523	0	0	667	97	0	791	203	0	0	0	0	0
ENSMMUG00000062297	1463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022648	3260	0	0	0	0	0	1940	2	0	0	0	164	0	0	2464	0	0	2	246	0	0	0	1424	0	0	1213	356	0	0	0	620	1878	3780	0	0	0	48
ENSMMUG00000014497	3088	0	0	155	0	0	0	0	17	0	0	0	0	0	2630	118	0	0	936	748	0	0	116	0	2560	0	0	28	0	0	376	0	0	0	0	2	0
ENSMMUG00000064766	4972	0	0	0	0	0	740	1824	1734	0	0	8	0	2	254	0	0	0	0	0	917	396	0	354	0	0	0	0	0	0	0	0	0	0	0	0	1192
ENSMMUG00000049507	117	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000001996	4958	3630	431	1438	8	1	384	2	91	166	2	246	0	2	440	4	0	0	108	633	873	74	42	128	126	2	463	1256	0	0	43	150	400	2	2436	0	0
ENSMMUG00000053808	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000058495	5382	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000058070	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000059716	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000038667	3910	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000002001	348	70	1847	52	0	794	3	0	411	1632	0	1486	0	2	10	1	2	0	436	1374	743	309	130	485	1399	2	2407	624	0	0	25	478	2	18	0	2	0
ENSMMUG00000043063	1293	4750	771	1238	4	5152	1787	66	2358	4176	311	4	4502	6	2282	1501	1301	1401	1925	4008	1138	377	1523	541	2	1113	2796	248	780	2	902	686	0	4	2666	2922	140
ENSMMUG00000008711	5676	0	786	242	68	0	0	0	0	0	0	818	0	0	0	483	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	44	0	0	0	0
